,date,회사명,직무,url,경력,위치,지원방식,세부정보
201,2023-02-04,㈜퓨처로봇,로봇 생산 및 CS 과차장급 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40854897?Oem_Code=C1&logpath=1&stext=로봇&listno=202,경력5년↑,서울,즉시지원,"포지션 및 자격요건
로봇 생산 및 CS 사원
( 1명 )
자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 경력5년↑

우대사항
ㆍ유관업무 경력자
ㆍ생산관리 경험
ㆍCS 경험
ㆍ제조업체 근무 경험
ㆍ품질관리 경험
ㆍ자격증 : 2종보통운전면허
ㆍ전공 : 전기·전자공학

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
202,2023-02-04,와이즈교육,자유학년제수업 강사모집(진로 자기주도 자율주행 코딩 드론 로봇등),https://www.jobkorea.co.kr/Recruit/GI_Read/40849932?Oem_Code=C1&logpath=1&stext=로봇&listno=203,경력무관,부산,즉시지원,"모집분야 및 자격요건
자유학년제수업코딩
( 1명 )
자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 경력무관

우대사항
ㆍ자격증 : 진로코칭자격증
로봇
( 1명 )
자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 경력무관

우대사항
ㆍ자격증 : 진로코칭자격증
드론
( 1명 )
자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 경력무관

우대사항
ㆍ자격증 : 진로코칭자격증
자율주행
( 1명 )
자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 경력무관

우대사항
ㆍ자격증 : 진로코칭자격증
진로코칭
( 1명 )
자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 경력무관

우대사항
ㆍ자격증 : 진로코칭자격증

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
203,2023-02-04,㈜서원하이텍,주간전담자동차연료라인부품 조립.검사.로봇용접 사원모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40849796?Oem_Code=C1&logpath=1&stext=로봇&listno=204,경력무관,경북,즉시지원,"모집분야 및 자격요
자동차부품
엔진/미션 연료라인 
조립/검사/자동용접 
사원모집
( ○명 )
담당업무
ㆍ현대.기아자동차 협력업체로 엔진연료라인 및 미션연료라인 조립.검사 사원모집합니다.
ㆍ6개월후 정직전환 가능하며 1년내내 꾸준한물량으로 장기적으로 근무하실분 지원해주세요.

자격요건
ㆍ학력 : 학력무관
ㆍ경력 :  신입가능 (자동차 조립/검사/로봇용접 경력자 우대)
ㆍ근무지 : 진량공단(경산지역내 통근버스운행)
ㆍ근무시간 : 08시00분~17시00분 잔업시 19시 or 19시30분 근무가능
ㆍ급여일 : 17일  - 6개월후 정규직전환 가능

우대사항
ㆍ단순작업으로 주부사원 및 손이 빠르신분 원함. 
ㆍ직장으로써 꾸준히하실분 원함.

E-MAIL : bjw7479@naver.com
담당자 : ☎ 010-9783-0007  /  ☎ 010-9585-2882

전형절차
ㆍ서류전형 > 1차면접 > 현장면접 > 최종합격
ㆍ면접일정은 즉시 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
204,2023-02-04,㈜폴라리스쓰리디,국내제조 AI서빙로봇 영업기획 팀장 (5년이상),https://www.jobkorea.co.kr/Recruit/GI_Read/40843918?Oem_Code=C1&logpath=1&stext=로봇&listno=205,경력5년↑,경북,홈페이지 지원,"영업기획 팀장 ( 1명 )
● 경력: 세일즈 경력 총 5년 이상, 팀장급 경력 1년 이상

● 학력: 무관

● 근무형태: 정규직 (수습기간: 6개월 - 협의조정)

● 근무지역: 체인지업그라운드 서울 (역삼동)



[ 영업기획팀은 이런 일을 합니다 ]

영업조직 판매 목표 수립, 판매전략 수립 및 기획, 성과 모니터링을 통해 현장의 영업 조직을 체계적으로 리드합니다.


[ 다음 업무를 수행합니다 ]

1) 영업전략/기획 업무
KPI 기반 영업계획 수립 및 성과 관리
실적 확대를 위한 세일즈 전략 수립 및 관리
판매 지표 분석 기반 영업 계획 점검, 관리
제휴 프랜차이즈 본부 및 가맹점 대상 마케팅 상품 / 프로모션 기획
브랜드 별 서비스/매출 실적 모니터링

2) 영업관리 업무
렌탈 프로그램 관리 및 효율화


[ 다음의 역량을 기대합니다 ]

외식 프랜차이즈 가맹본부에 대한 이해
합리적 가정에 근거한 목표 실적 및 비용 산출


[ 다음의 경험을 우대합니다 ]

실적관리, 프로모션 등을 통하여 영업조직의 실적을 끌어올린 경험



※ 접수경로 및 접수방법

접수경로: 자사홈페이지(바로가기) - 하단 ‘지원서 작성하기’ 버튼
이력서 양식: 자사 양식 다운로드(바로가기)
추가서류(선택): 자사양식 이력서와 별도로, 자유양식의 경력기술서 제출을 희망하시는 경우 포트폴리오로 첨부하시면 됩니다.

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다."
205,2023-02-04,마이쥬,[초보자가능] 유치원/어린이집 안산 로봇과학 유아강사 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40843160?Oem_Code=C1&logpath=1&stext=로봇&listno=206,경력,경기,즉시지원,
206,2023-02-04,마이쥬,[초보자가능]유치원/어린이집 평택 로봇과학 유아코딩 강사 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40843161?Oem_Code=C1&logpath=1&stext=로봇&listno=207,경력,경기,즉시지원,
207,2023-02-04,㈜하이퍼레이저,레이저장비 기술지원 및 협동로봇제어,https://www.jobkorea.co.kr/Recruit/GI_Read/40842811?Oem_Code=C1&logpath=1&stext=로봇&listno=208,경력,경기,즉시지원,"포지션 및 자격요건
레이저장비 기술지원
( 3명 )
담당업무
ㆍ레이저장비 기술지원
ㆍ협동로봇 제어관리

자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 관련직종 경력직 우대

우대사항
ㆍ중국어가능자
ㆍ영어가능자

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
208,2023-02-04,㈜삼호클루스,[인천] CLOOS 용접 로봇 자동화 시스템 영업 정규직 채용공고,https://www.jobkorea.co.kr/Recruit/GI_Read/40842603?Oem_Code=C1&logpath=1&stext=로봇&listno=209,경력무관,인천,즉시지원,"포지션 및 자격요건
용접로봇시스템
 영업관리
( ○○명 )
담당업무
ㆍ독일본사 발주,수입 
ㆍ소모품 재고관리, 고객사 관리 등

자격요건
ㆍ학력 : 초대졸이상 (졸업예정자 가능)
ㆍ경력 : 경력무관
ㆍ외국어 : 독일본사와 직접적인 연락을 주고 받을 일이 많아 최소한의 영어는 필수입니다.

우대사항
ㆍ인근거주자
ㆍ영어능통자(원어민수준)
ㆍ전공 : 기계·메카트로닉스·로봇, 전기·전자공학

전형절차
ㆍ서류전형 > 1차면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
209,2023-02-04,㈜한국로봇,[한국로봇]산업용로봇 설계 신입 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40840060?Oem_Code=C1&logpath=1&stext=로봇&listno=210,신입,경기,즉시지원,"포지션 및 자격요건
산업 로봇 설계
( ○명 )
담당업무
ㆍ산업용 로봇의 개발 및 설계 업무.
ㆍ산업용 로봇의 전반적인 설계, 구조 변경 기구 설계 업무.
ㆍ산업용 로봇을 적용하기 위한 utility 설계 및 제작 업무.

자격요건
ㆍ학력 : 대졸이상
ㆍ경력 : 신입

우대사항
ㆍ영어가능자
ㆍ일본어가능자
ㆍCAD/CAM 프로그램 능숙자
ㆍ운전가능자
ㆍ관련 자격증 보유자
ㆍ컴퓨터활용능력 우수자
ㆍ엑셀 고급능력 보유자
ㆍ문서작성 우수자
ㆍ자격증 : 기계설계, ACT, 자동차운전면허
ㆍ전공 : 기계·메카트로닉스·로봇, 산업공학

전형절차
ㆍ서류전형 > 1차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
210,2023-02-04,㈜제이케이로보틱스,로봇제어 엔지니어 (정규직),https://www.jobkorea.co.kr/Recruit/GI_Read/40835621?Oem_Code=C1&logpath=1&stext=로봇&listno=211,신입·경력,경기,즉시지원,"포지션 및 자격요건
로봇 제어 엔지니어
( 1명 )
담당업무
ㆍ자동화물류 로봇 제어 및 운영
ㆍ2D/3D 캐드 및 애니메이션 등

자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 신입·경력

우대사항
ㆍ영어가능자
ㆍ중국어가능자
ㆍ운전가능자

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
211,2023-02-04,㈜나우로보틱스,[NAU채용] 로봇 자동화장비 기구조립 제작 및 setup 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/40830986?Oem_Code=C1&logpath=1&stext=로봇&listno=212,경력무관,인천,즉시지원,"모집분야 및 자격요건
로봇,자동화장비 기구조립,제작 및 셋업 엔지니어 
( ○○명 )
담당업무
   - 자동화장비 조립, 제작 및 set-up
   - 로봇 제작 및 set-up
   - 장비 시운전 


자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 경력무관

우대사항
ㆍ운전가능자
ㆍ유관업무 경험자(인턴·알바)
ㆍ유관업무 경력자
ㆍ장기근무 가능자


전형절차
ㆍ서류전형 > 1차면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
212,2023-02-04,코딩코딩,유치원/어린이집 예산 로봇과학 강사 모집(초보자 가능),https://www.jobkorea.co.kr/Recruit/GI_Read/40826571?Oem_Code=C1&logpath=1&stext=로봇&listno=213,경력,충남,즉시지원,
213,2023-02-04,코딩코딩,유치원/어린이집 홍성 로봇과학 강사 모집(초보자 가능),https://www.jobkorea.co.kr/Recruit/GI_Read/40826535?Oem_Code=C1&logpath=1&stext=로봇&listno=214,경력,충남,즉시지원,
214,2023-02-04,코딩코딩,유치원/어린이집 안산 로봇과학 강사 모집(초보자 가능),https://www.jobkorea.co.kr/Recruit/GI_Read/40826508?Oem_Code=C1&logpath=1&stext=로봇&listno=215,경력,경기,즉시지원,
215,2023-02-04,코딩코딩,유치원/어린이집 부산 로봇과학 강사 모집(초보자 가능),https://www.jobkorea.co.kr/Recruit/GI_Read/40826501?Oem_Code=C1&logpath=1&stext=로봇&listno=216,경력,부산,즉시지원,
216,2023-02-04,코딩코딩,유치원/어린이집 보령 로봇과학 강사 모집(초보자 가능),https://www.jobkorea.co.kr/Recruit/GI_Read/40826482?Oem_Code=C1&logpath=1&stext=로봇&listno=217,경력,충남,즉시지원,
217,2023-02-04,코딩코딩,유치원/어린이집 평택 로봇과학 강사 모집(초보자 가능),https://www.jobkorea.co.kr/Recruit/GI_Read/40826480?Oem_Code=C1&logpath=1&stext=로봇&listno=218,경력,경기,즉시지원,
218,2023-02-04,리셋컴퍼니,[강소기업 리셋컴퍼니] 로봇 제품 설치 유지보수 현장관리자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40821602?Oem_Code=C1&logpath=1&stext=로봇&listno=219,경력무관,경기,즉시지원,"모집분야 및 자격요건
제품 개발
( ○명 )
담당업무
ㆍ청소로봇 설치 및 유지보수
ㆍ설치 현장답사 및 현장관리
ㆍA/S기술 지원 및 교육
ㆍ운영 기록 분석 및 설치 품질관리
ㆍ시공 관련 업무 지원

* 자세한 회사소개는 홈페이지를 참고하시기 바랍니다.
   www.resetsnow.com

자격요건
ㆍ학력 : 무관
ㆍ경력 : 무관
ㆍ필수 : 운전 가능자

우대사항
ㆍ인근거주자
ㆍ차량소지자
ㆍCAD/CAM 프로그램 능숙자
ㆍ해외근무 가능자
ㆍ유관업무 경력자


전형절차
ㆍ서류전형 > 면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
219,2023-02-04,㈜티라로보틱스,자율주행로봇 기술영업 담당자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40819904?Oem_Code=C1&logpath=1&stext=로봇&listno=220,경력무관,경기,즉시지원,"포지션 및 자격요건
기술영업 담당자 채용
( ○명 )
담당업무
ㆍ로봇 영업 (국내)
ㆍ고객 발굴, 제안, 계약 

자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 경력무관

우대사항
ㆍ유관업무 경력자 (1년)
ㆍ컴퓨터활용능력 우수자
ㆍ프리젠테이션 능력우수자
ㆍ즉시출근 가능자
ㆍ영어가능자
ㆍ전공 : 기계·메카트로닉스·로봇, 전기·전자공학, 전산학·컴퓨터공학

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
220,2023-02-04,㈜씨에이텍,자동화장비 로봇 기구물 조립 팀장급 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40818202?Oem_Code=C1&logpath=1&stext=로봇&listno=221,경력5년↑,경기,즉시지원,"모집분야 및 자격요건
자동화장비, 로봇
기구물 조립 팀장급
( 1명 )
* 3D프린터 조립, 스카라로봇 외 조립 팀장님을 모십니다.

담당업무

1. 제품 공정별 조립
2. 제품 테스트 및 시운전
3. 개선관리
4. 작업자 교육 및 일정관리
5. 기타 생산관련 업무지원 

자격요건
ㆍ학력 : 학력무관

우대사항
ㆍ기계공학, 전기전자 등 관련학과 전공자 
ㆍ잔업, 특근에 제약이 없으신분 
ㆍ인근거주자, 해당직무 근무경험 
ㆍ운전가능자
ㆍ차량소지자

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
221,2023-02-04,와이즈교육,방문교사 모집(가베 논술 코딩 로봇 블록),https://www.jobkorea.co.kr/Recruit/GI_Read/40817589?Oem_Code=C1&logpath=1&stext=로봇&listno=222,경력무관,부산,즉시지원,"모집분야 및 자격요건
논술교사
( ○○명 )
담당업무
ㆍ상세내용을 입력하세요
ㆍ상세내용을 입력하세요

자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 경력무관

우대사항
ㆍ인근거주자
ㆍ고용촉진지원금 대상자
ㆍ컴퓨터활용능력 우수자
ㆍ리더쉽 소유자
코딩교사
( ○○명 )
담당업무
ㆍ상세내용을 입력하세요
ㆍ상세내용을 입력하세요

자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 경력무관

우대사항
ㆍ인근거주자
ㆍ고용촉진지원금 대상자
ㆍ컴퓨터활용능력 우수자
ㆍ리더쉽 소유자

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
222,2023-02-04,㈜트위니,[로봇개발본부] 자율주행 로봇 전장 기술자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40814975?Oem_Code=C1&logpath=1&stext=로봇&listno=223,경력무관,대전,홈페이지 지원,
223,2023-02-04,㈜트위니,[로봇개발본부] 자율주행 로봇 펌웨어 개발 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40814967?Oem_Code=C1&logpath=1&stext=로봇&listno=224,경력무관,대전,홈페이지 지원,
224,2023-02-04,㈜트위니,[로봇개발본부] 자율주행 로봇 S/W 개발 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40814960?Oem_Code=C1&logpath=1&stext=로봇&listno=225,경력무관,대전,홈페이지 지원,
225,2023-02-04,㈜트위니,[로봇사업2본부] 제품개발실 플랫폼 테스트팀 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40814948?Oem_Code=C1&logpath=1&stext=로봇&listno=226,경력무관,대전,홈페이지 지원,
226,2023-02-04,세종인더스트리,현대자동차1차/평택/충남당진)로봇용접 자동화라인 검사 및 단순장착업무  기숙사 즉시 입주 가능,https://www.jobkorea.co.kr/Recruit/GI_Read/40811460?Oem_Code=C1&logpath=1&stext=로봇&listno=227,경력무관,경기,즉시지원,
227,2023-02-04,식당을 구했다 / 1992 덮밥&짜글이,서빙&조리 로봇과 함께 할 홀서빙 주방 직원 구인 ( 식당을 구했다-덮밥 짜글이 1992),https://www.jobkorea.co.kr/Recruit/GI_Read/40811234?Oem_Code=C1&logpath=1&stext=로봇&listno=228,경력무관,서울,즉시지원,"ㆍ서류전형 > 1차면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
228,2023-02-04,㈜에이로봇,자율주행 서비스로봇 개발 전문연구요원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40807837?Oem_Code=C1&logpath=1&stext=로봇&listno=229,신입,경기,즉시지원,"포지션 및 자격요건
전문연구요원(로봇)
( 2명 )
각 포지션 담당업무 (아래의 각 포지션 중 택 1)

ㆍ 로봇 자율주행 : 로봇 제어 프로그래밍, SLAM
ㆍ 로봇 모터제어 : 동역학 기반 모터 구동 및 제어 SW개발, CAN 및 EtherCAT 등 통신 프로그래밍
ㆍ 로봇 전장설계 : 회로 설계 및 아트웍, 모터 드라이버 개발

자격요건
ㆍ학력 : 대학원(석사)이상 (졸업예정자 가능)
ㆍ경력 : 전문연구요원 신입 및 전직자 가능, 보충역 가능

우대사항
ㆍROS 사용 경험
ㆍ Linux 환경에서 C/C++,Python 개발 경험
ㆍGit 사용 및 버전관리 경험
ㆍ기계·메카트로닉스·로봇, 응용소프트웨어공학, 전산학·컴퓨터공학 전공자


전형절차
ㆍ서류전형(포트폴리오/Git ID 제공 필수) > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
229,2023-02-04,스카이뷰,아두파일럿 개발 업무 및 드론 로봇 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/40808502?Oem_Code=C1&logpath=1&stext=로봇&listno=230,경력무관,전남,즉시지원,"포지션 및 자격요건
드론 개발 및 연구인력 모집합니다.
( 2명 )
담당업무
ㆍ아두파일럿 연구 및 드론 개발
ㆍR&D 지원 업무

자격요건
ㆍ학력 : 고졸 ~ 대졸이상 (졸업예정자 가능)
ㆍ경력 : 경력무관

우대사항
ㆍ고용촉진지원금 대상자
ㆍ드론 관련 특성화고 및 관련 대학 졸업 및 예정자
ㆍ운전가능자
ㆍ관련 자격증 보유자
ㆍ차량소지자
ㆍ인근거주자
ㆍ전공 : 항공학, 전기·전자공학

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
230,2023-02-04,주식회사 에이트테크,[IT/로봇/환경] (주)에이트테크 국책과제 정부과제 담당자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40806362?Oem_Code=C1&logpath=1&stext=로봇&listno=231,경력2년↑,서울,즉시지원,"포지션 및 자격요건
정부과제 프로젝트 매니저
( ○명 )
담당업무
ㆍ과제 업무 수행 및 대응 : 사업계획서 등 관련 문서 작성 및 이해관계자 소통  
ㆍ정부 과제 관리 및 보고
ㆍ정부 부처 관련 과제 발굴 및 제안 기획

자격요건
ㆍ학력 : 대졸이상
ㆍ경력 : 정부과제 관련 경력2년↑
ㆍ해외 여행에 결격 사유가 없는 분 

우대사항
ㆍ컴퓨터활용능력 우수자
ㆍ문서작성 우수자

전형절차
ㆍ서류전형 > 1차면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.
ㆍ2차 면접이 있을수도 있습니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
231,2023-02-04,㈜정호정보통신,KT 서빙로봇 방역로봇 아웃바운드(TM)상담일정 컴텍 직원 및 시간재 알바 채용/업계 높은 대우,https://www.jobkorea.co.kr/Recruit/GI_Read/40805372?Oem_Code=C1&logpath=1&stext=로봇&listno=232,경력무관,충남,즉시지원,"포지션 및 자격요건
KT 서빙로봇, 방역로봇 아웃바운드TM사원
모집
( 4명 )
자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 경력무관

우대사항
ㆍ유관업무 경험자(인턴·알바)

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
232,2023-02-04,㈜푸드어스,매니저 채용(관리자급) 로봇초밥마켓 김포양곡점 / 김포운양점,https://www.jobkorea.co.kr/Recruit/GI_Read/40805028?Oem_Code=C1&logpath=1&stext=로봇&listno=233,경력무관,경기,즉시지원,"포지션 및 자격요건
매장 매니저
( 2명 )
담당업무
ㆍ매장 운영관리 전반
ㆍ상품진열 및 판매
ㆍ업무역량에 따른 본사근무(슈퍼바이저) 기회 제공

자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 경력무관

우대사항
ㆍ엑셀 고급능력 보유자
ㆍ문서작성 우수자
ㆍ관련 자격증 보유자
ㆍ관련 학과 전공자
ㆍ유관업무 경험자(인턴·알바)
ㆍ유관업무 경력자
ㆍ장기근무 가능자
ㆍ즉시출근 가능자
ㆍ인근거주자

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
233,2023-02-04,㈜베스테크,(주)베스테크 서빙로봇 영업 경력직 시니어 채용 (필드영업),https://www.jobkorea.co.kr/Recruit/GI_Read/40803618?Oem_Code=C1&logpath=1&stext=로봇&listno=234,경력3년↑,경기,즉시지원,
234,2023-02-04,㈜폴라리스쓰리디,[서울/포항 근무]서빙로봇 이리온 세일즈 지원 담당자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40803510?Oem_Code=C1&logpath=1&stext=로봇&listno=235,신입·경력,경북,즉시지원,"포지션 및 자격요건
서빙로봇

이리온

세일즈

지원  
우리 팀이 하는 일
우리 팀은 이리온 서비스의 성장과 가치 향상을 위해
외식 브랜드 파트너사와의 서비스/마케팅 제휴를 기반으로 한 전용상품 세일즈 및 운영,
프로모션 제안 및 개발 등을 직접적으로 실행하는 역할을 맡고 있습니다.
이리온을 처음 경험하고 시작하는 신규 고객부터 꾸준하게 이용 중인 기존 고객까지
이리온의 모든 고객이 이리온에서 제공하는 다양한 기능들을 
보다 쉽게 접하고 이용할 수 있도록 이끌어가고,
고객과 함께 그 이상의 가치를 발굴하고 신규 상품/서비스의 출시로 이어질 수 있도록
함께 고민하고 움직여주실 훌륭한 능력자 분들을 찾습니다. 

주요업무
ㆍ이리온 영업/운영 업무 전반을 지원해요.
ㆍ이리온 영업 현황을 관리해요. (실적 및 업체등록, 인바운드 관리 등)
ㆍ고객사 요청사항에 채팅, 유선으로 응대해요.
ㆍVOC를 세분화하여 본사로 리포팅해요.
ㆍ고객사 요청 데이터를 지원해요.
ㆍ각종 계약서 및 문서를 관리해요.
ㆍ시장 현황을 조사하고 모니터링해요.
ㆍ신규 사업 문의에 대응해요.
ㆍ전시회 지원 업무를 수행해요.
ㆍ점주님들이 이리온을 잘 사용하실 수 있도록 도움을 드려요.

자격요건
ㆍ학력: 고졸 이상
ㆍ원만한 대인관계와 긍정적인 사고방식, 호감을 주는 커뮤니케이션 능력으로 유관부서와 원활한 협업이 가능한 분
ㆍ MS office, Google Suite 등 업무 Tool 사용이 능숙하신 분
ㆍ꼼꼼하고 책임감이 강한 분
ㆍ논리적 사고로 글을 쓰고 업무 진행을 하시는 분

우대사항
ㆍ로봇 또는 IT 스타트업 업무 경험 혹은 관련 비지니스에 대해 기초지식이 있으신 분
ㆍ영업, 회계 등 유관부서와 협업 경험이 있으신 분
ㆍ여행사, 오픈마켓 쇼핑몰 운영 경험이 있으신 분
ㆍ영업지원, 고객응대 경험이 있으신 분
ㆍ프론트, 예약실, 컨시어지 경험이 있으신 분

[근무조건]
ㆍ근무형태: 계약직 1년 (기간제/정규직 전환 가능)
ㆍ급여조건: 내규에 따름
ㆍ근무일시: 주5일(월~금), 출근시간 오전 8~10시 내 선택 가능
ㆍ근무지역  서울 근무자 - 서울 강남구 역삼로 168, 501호(팁스타운S6)
                  포항 근무자 - 경북 포항시 남구 청암로 87, 702호(체인지업 그라운드)

[제출서류]
ㆍ입사지원서 (필수, 자사양식)
ㆍ포트폴리오 (선택, 자유양식) 
ㆍ자격증 사본, 경력증명서 (해당 시) 

혜택 및 복지
ㆍ출근시간을 스스로 정할 수 있어요.(오전 8시~10시)
ㆍ연차는 사유 없이 편하게 사용하실 수 있어요
ㆍ점심 식대를 지원해드려요.
ㆍ업무에 집중하실 수 있도록 음료, 커피, 간식을 무제한 제공해요.
ㆍ근속 연수에 따른 리프레스 휴가와 지원금을 드려요.
ㆍ도서, 세미나, 컨퍼런스 등 업무에 도움이 되는 모든 학습을 지원해드려요.
ㆍ업무 관련 자격시험 응시료를 지원해드려요.
ㆍ회사 로고가 담긴 실용적인 아이템을 선물해드려요.(유니폼, 가방 등)
ㆍ회식은 취향에 맞게, 함께하고 싶은 동료들과 자유롭게 즐겨요.
ㆍ일 년에 한 번 뿐인 생일에는 3시간 일찍 퇴근해요.
ㆍ듀얼모니터, PC 등 필요 장비를 제공해드려요.
ㆍ가족들과 함께 즐길 수 있는 명절선물을 드려요.
ㆍ자유롭고 편안한 복장으로 업무 효율을 높여요.
ㆍ타지역 채용자는 월 35만원 주거비를 지원해드려요.(포항 본사 근무 시)

전형절차
ㆍ서류전형 > 실무진면접 > 임원면접 > 최종합격
ㆍ면접일정은 서류전형 합격자에 한해 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
